Record Date,Security Type Description,Security Class Description,Securities Sold Count,Gross Sales Amount,Returned Sales Amount,Net Sales Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2015-06-30,Savings Bond,I,38882,9876929.26,91065.00,9785864.26,201506,2,2015,3,2015,2,06,30
2015-06-30,Marketable,Bill,3560,712633200.00,10021900.00,702611300.00,201506,3,2015,3,2015,2,06,30
2015-06-30,Marketable,Bond,320,4382800.00,236500.00,4146300.00,201506,4,2015,3,2015,2,06,30
2015-06-30,Marketable,Note,3062,197531400.00,6200000.00,191331400.00,201506,5,2015,3,2015,2,06,30
2015-05-31,Savings Bond,EE,24779,3657871.19,22090.50,3635780.69,201505,1,2015,3,2015,2,05,31
2015-05-31,Savings Bond,I,39756,12136728.82,100893.99,12035834.83,201505,2,2015,3,2015,2,05,31
2015-05-31,Marketable,Bill,3694,719662200.00,4532000.00,715130200.00,201505,3,2015,3,2015,2,05,31
2015-05-31,Marketable,Bond,273,4029700.00,900.00,4028800.00,201505,4,2015,3,2015,2,05,31
2015-05-31,Marketable,Note,1345,74634300.00,1988700.00,72645600.00,201505,5,2015,3,2015,2,05,31
2015-04-30,Savings Bond,EE,25269,3402793.96,69830.00,3332963.96,201504,1,2015,3,2015,2,04,30
2015-04-30,Savings Bond,I,43851,17960641.42,197245.00,17763396.42,201504,2,2015,3,2015,2,04,30
2015-04-30,Marketable,Bill,5163,911923400.00,2105800.00,909817600.00,201504,3,2015,3,2015,2,04,30
2015-04-30,Marketable,Bond,148,333300.00,3500.00,329800.00,201504,4,2015,3,2015,2,04,30
2015-04-30,Marketable,Note,2613,147197300.00,761800.00,146435500.00,201504,5,2015,3,2015,2,04,30
2015-03-31,Savings Bond,EE,26840,3844610.23,80495.00,3764115.23,201503,1,2015,2,2015,1,03,31
2015-03-31,Savings Bond,I,47461,22409930.22,262388.16,22147542.06,201503,2,2015,2,2015,1,03,31
2015-03-31,Marketable,Bill,3959,655835600.00,5523800.00,650311800.00,201503,3,2015,2,2015,1,03,31
2015-03-31,Marketable,Bond,204,6700400.00,500.00,6699900.00,201503,4,2015,2,2015,1,03,31
2015-03-31,Marketable,Note,3441,180359500.00,6020500.00,174339000.00,201503,5,2015,2,2015,1,03,31
2015-02-28,Savings Bond,EE,24932,4063918.83,76103.38,3987815.45,201502,1,2015,2,2015,1,02,28
2015-02-28,Savings Bond,I,42981,25956621.70,278116.57,25678505.13,201502,2,2015,2,2015,1,02,28
2015-02-28,Marketable,Bill,4342,848071000.00,10291100.00,837779900.00,201502,3,2015,2,2015,1,02,28
2015-02-28,Marketable,Bond,432,3711600.00,5000.00,3706600.00,201502,4,2015,2,2015,1,02,28
2015-02-28,Marketable,Note,2576,112811500.00,1066700.00,111744800.00,201502,5,2015,2,2015,1,02,28
2015-01-31,Savings Bond,EE,31114,8137696.84,159345.00,7978351.84,201501,1,2015,2,2015,1,01,31
2015-01-31,Savings Bond,I,55236,73631800.71,701674.25,72930126.46,201501,2,2015,2,2015,1,01,31
2015-01-31,Marketable,Bill,4804,1008397100.00,1115600.00,1007281500.00,201501,3,2015,2,2015,1,01,31
2015-01-31,Marketable,Bond,177,653300.00,1200.00,652100.00,201501,4,2015,2,2015,1,01,31
2015-01-31,Marketable,Note,1146,35869700.00,384200.00,35485500.00,201501,5,2015,2,2015,1,01,31
2014-12-31,Savings Bond,EE,63051,7491352.46,97213.05,7394139.41,201412,1,2015,1,2014,4,12,31
2014-12-31,Savings Bond,I,71630,38682108.11,490361.94,38191746.17,201412,2,2015,1,2014,4,12,31
2014-12-31,Marketable,Bill,3756,736538200.00,4467300.00,732070900.00,201412,3,2015,1,2014,4,12,31
2014-12-31,Marketable,Bond,197,4552600.00,200.00,4552400.00,201412,4,2015,1,2014,4,12,31
2014-12-31,Marketable,Note,3330,168023500.00,186600.00,167836900.00,201412,5,2015,1,2014,4,12,31
2014-11-30,Savings Bond,EE,26943,3572063.31,37300.00,3534763.31,201411,1,2015,1,2014,4,11,30
2014-11-30,Savings Bond,I,43544,21237825.33,282857.40,20954967.93,201411,2,2015,1,2014,4,11,30
2014-11-30,Marketable,Bill,3793,684722000.00,8232800.00,676489200.00,201411,3,2015,1,2014,4,11,30
2014-11-30,Marketable,Bond,306,4680800.00,2010000.00,2670800.00,201411,4,2015,1,2014,4,11,30
2014-11-30,Marketable,Note,1141,50213500.00,1396200.00,48817300.00,201411,5,2015,1,2014,4,11,30
2014-10-31,Savings Bond,EE,28321,4101503.33,46597.50,4054905.83,201410,1,2015,1,2014,4,10,31
2014-10-31,Savings Bond,I,48288,22744925.84,170255.17,22574670.67,201410,2,2015,1,2014,4,10,31
2014-10-31,Marketable,Bill,4671,896366100.00,13537200.00,882828900.00,201410,3,2015,1,2014,4,10,31
2014-10-31,Marketable,Bond,254,3517900.00,200.00,3517700.00,201410,4,2015,1,2014,4,10,31
2014-10-31,Marketable,Note,1998,111460100.00,144200.00,111315900.00,201410,5,2015,1,2014,4,10,31
2014-09-30,Savings Bond,EE,26669,3756190.49,78172.50,3678017.99,201409,1,2014,4,2014,3,09,30
2014-09-30,Savings Bond,I,46740,20957460.03,319476.32,20637983.71,201409,2,2014,4,2014,3,09,30
2014-09-30,Marketable,Bill,3994,730511100.00,25991600.00,704519500.00,201409,3,2014,4,2014,3,09,30
2014-09-30,Marketable,Bond,212,1939900.00,10000.00,1929900.00,201409,4,2014,4,2014,3,09,30
2014-09-30,Marketable,Note,3583,186967800.00,10931400.00,176036400.00,201409,5,2014,4,2014,3,09,30
2014-08-31,Savings Bond,EE,26770,3586209.48,57790.00,3528419.48,201408,1,2014,4,2014,3,08,31
2014-08-31,Savings Bond,I,44929,18978148.44,247542.28,18730606.16,201408,2,2014,4,2014,3,08,31
2014-08-31,Marketable,Bill,4047,827966700.00,2406900.00,825559800.00,201408,3,2014,4,2014,3,08,31
2014-08-31,Marketable,Bond,362,8927100.00,200.00,8926900.00,201408,4,2014,4,2014,3,08,31
2014-08-31,Marketable,Note,1487,62571100.00,1191400.00,61379700.00,201408,5,2014,4,2014,3,08,31
2014-07-31,Savings Bond,EE,26843,3700440.41,59856.00,3640584.41,201407,1,2014,4,2014,3,07,31
2014-07-31,Savings Bond,I,48490,23515861.77,423199.19,23092662.58,201407,2,2014,4,2014,3,07,31
2014-07-31,Marketable,Bill,4880,1011882400.00,10790300.00,1001092100.00,201407,3,2014,4,2014,3,07,31
2014-07-31,Marketable,Bond,231,6194900.00,3094300.00,3100600.00,201407,4,2014,4,2014,3,07,31
2014-07-31,Marketable,Note,2677,127927800.00,10663300.00,117264500.00,201407,5,2014,4,2014,3,07,31
2014-06-30,Savings Bond,EE,29313,3817239.60,88093.00,3729146.60,201406,1,2014,3,2014,2,06,30
2014-06-30,Savings Bond,I,46461,26081434.15,358408.02,25723026.13,201406,2,2014,3,2014,2,06,30
2014-06-30,Marketable,Bill,3948,726659400.00,7131800.00,719527600.00,201406,3,2014,3,2014,2,06,30
2014-06-30,Marketable,Bond,398,6142600.00,200.00,6142400.00,201406,4,2014,3,2014,2,06,30
2014-06-30,Marketable,Note,3422,206766100.00,571200.00,206194900.00,201406,5,2014,3,2014,2,06,30
2014-05-31,Savings Bond,EE,28115,4157312.17,172018.90,3985293.27,201405,1,2014,3,2014,2,05,31
2014-05-31,Savings Bond,I,50995,37744137.72,497324.70,37246813.02,201405,2,2014,3,2014,2,05,31
2014-05-31,Marketable,Bill,5419,1073617100.00,3676100.00,1069941000.00,201405,3,2014,3,2014,2,05,31
2014-05-31,Marketable,Bond,364,7545100.00,1400.00,7543700.00,201405,4,2014,3,2014,2,05,31
2014-05-31,Marketable,Note,1459,54070700.00,831600.00,53239100.00,201405,5,2014,3,2014,2,05,31
2014-04-30,Savings Bond,EE,28530,3794878.48,66257.50,3728620.98,201404,1,2014,3,2014,2,04,30
2014-04-30,Savings Bond,I,47094,24552770.09,183720.76,24369049.33,201404,2,2014,3,2014,2,04,30
2014-04-30,Marketable,Bill,4215,945926900.00,6363900.00,939563000.00,201404,3,2014,3,2014,2,04,30
2014-04-30,Marketable,Bond,250,1825400.00,0.00,1825400.00,201404,4,2014,3,2014,2,04,30
2014-04-30,Marketable,Note,2984,122179400.00,2288900.00,119890500.00,201404,5,2014,3,2014,2,04,30
2014-03-31,Savings Bond,EE,28621,4068133.75,17077.50,4051056.25,201403,1,2014,2,2014,1,03,31
2014-03-31,Savings Bond,I,48643,27209451.53,302543.31,26906908.22,201403,2,2014,2,2014,1,03,31
2014-03-31,Marketable,Bill,4504,753010100.00,8838200.00,744171900.00,201403,3,2014,2,2014,1,03,31
2014-03-31,Marketable,Bond,321,5963300.00,1300.00,5962000.00,201403,4,2014,2,2014,1,03,31
2014-03-31,Marketable,Note,2563,89405900.00,957300.00,88448600.00,201403,5,2014,2,2014,1,03,31
2014-02-28,Savings Bond,EE,27906,4028035.84,47242.50,3980793.34,201402,1,2014,2,2014,1,02,28
2014-02-28,Savings Bond,I,46727,30556726.69,365724.72,30191001.97,201402,2,2014,2,2014,1,02,28
2014-02-28,Marketable,Bill,4896,909241700.00,2412000.00,906829700.00,201402,3,2014,2,2014,1,02,28
2014-02-28,Marketable,Bond,633,9134400.00,10500.00,9123900.00,201402,4,2014,2,2014,1,02,28
2014-02-28,Marketable,Note,2757,131742100.00,2689600.00,129052500.00,201402,5,2014,2,2014,1,02,28
2014-01-31,Savings Bond,EE,36071,7682934.67,86652.50,7596282.17,201401,1,2014,2,2014,1,01,31
2014-01-31,Savings Bond,I,60045,87355287.90,777365.10,86577922.80,201401,2,2014,2,2014,1,01,31
2014-01-31,Marketable,Bill,5682,1169740100.00,5100000.00,1164640100.00,201401,3,2014,2,2014,1,01,31
2014-01-31,Marketable,Bond,262,5213500.00,0.00,5213500.00,201401,4,2014,2,2014,1,01,31
2014-01-31,Marketable,Note,3185,135852100.00,5305300.00,130546800.00,201401,5,2014,2,2014,1,01,31
2013-12-31,Savings Bond,EE,72043,8418344.74,160812.50,8257532.24,201312,1,2014,1,2013,4,12,31
2013-12-31,Savings Bond,I,75270,46351717.06,672443.00,45679274.06,201312,2,2014,1,2013,4,12,31
2013-12-31,Marketable,Bill,4388,887156800.00,10867900.00,876288900.00,201312,3,2014,1,2013,4,12,31
2013-12-31,Marketable,Bond,286,2755400.00,24100.00,2731300.00,201312,4,2014,1,2013,4,12,31
2013-12-31,Marketable,Note,2701,131864900.00,3000100.00,128864800.00,201312,5,2014,1,2013,4,12,31
2013-12-31,Marketable,TIPS,348,4564800.00,0.00,4564800.00,201312,6,2014,1,2013,4,12,31
2013-11-30,Savings Bond,EE,32725,3965488.55,41937.50,3923551.05,201311,1,2014,1,2013,4,11,30
2013-11-30,Savings Bond,I,50967,32971480.55,389464.36,32582016.19,201311,2,2014,1,2013,4,11,30
2013-11-30,Marketable,Bill,4728,904006000.00,4159900.00,899846100.00,201311,3,2014,1,2013,4,11,30
2013-11-30,Marketable,Bond,390,6845500.00,250000.00,6595500.00,201311,4,2014,1,2013,4,11,30
2013-11-30,Marketable,Note,904,34209200.00,208900.00,34000300.00,201311,5,2014,1,2013,4,11,30
2013-11-30,Marketable,TIPS,327,7166100.00,0.00,7166100.00,201311,6,2014,1,2013,4,11,30
2013-10-31,Savings Bond,EE,29526,3721525.58,34928.00,3686597.58,201310,1,2014,1,2013,4,10,31
2013-10-31,Savings Bond,I,45944,15142071.73,298372.00,14843699.73,201310,2,2014,1,2013,4,10,31
2013-10-31,Marketable,Bill,5332,1002767000.00,8756600.00,994010400.00,201310,3,2014,1,2013,4,10,31
2013-10-31,Marketable,Bond,221,1683100.00,10000.00,1673100.00,201310,4,2014,1,2013,4,10,31
2013-10-31,Marketable,Note,1623,56864700.00,220100.00,56644600.00,201310,5,2014,1,2013,4,10,31
2013-10-31,Marketable,TIPS,140,2116000.00,0.00,2116000.00,201310,6,2014,1,2013,4,10,31
2013-09-30,Savings Bond,EE,29575,3530090.16,57360.00,3472730.16,201309,1,2013,4,2013,3,09,30
2013-09-30,Savings Bond,I,46059,14888890.62,166858.88,14722031.74,201309,2,2013,4,2013,3,09,30
2013-09-30,Marketable,Bill,4602,849360700.00,3494900.00,845865800.00,201309,3,2013,4,2013,3,09,30
2013-09-30,Marketable,Bond,320,4756800.00,1100.00,4755700.00,201309,4,2013,4,2013,3,09,30
2013-09-30,Marketable,Note,3475,138570800.00,351100.00,138219700.00,201309,5,2013,4,2013,3,09,30
2013-09-30,Marketable,TIPS,365,6848900.00,0.00,6848900.00,201309,6,2013,4,2013,3,09,30
2013-08-31,Savings Bond,EE,30350,4013585.39,211868.50,3801716.89,201308,1,2013,4,2013,3,08,31
2013-08-31,Savings Bond,I,47758,16815495.97,388695.62,16426800.35,201308,2,2013,4,2013,3,08,31
2013-08-31,Marketable,Bill,6047,1102483400.00,11688900.00,1090794500.00,201308,3,2013,4,2013,3,08,31
2013-08-31,Marketable,Bond,365,6366800.00,199900.00,6166900.00,201308,4,2013,4,2013,3,08,31
2013-08-31,Marketable,Note,924,34298400.00,64500.00,34233900.00,201308,5,2013,4,2013,3,08,31
2013-08-31,Marketable,TIPS,538,9405400.00,0.00,9405400.00,201308,6,2013,4,2013,3,08,31
2013-07-31,Savings Bond,EE,32081,4408027.11,45852.50,4362174.61,201307,1,2013,4,2013,3,07,31
2013-07-31,Savings Bond,I,49238,21104746.72,287347.50,20817399.22,201307,2,2013,4,2013,3,07,31
2013-07-31,Marketable,Bill,4997,966359400.00,4957800.00,961401600.00,201307,3,2013,4,2013,3,07,31
2013-07-31,Marketable,Bond,193,2905000.00,717000.00,2188000.00,201307,4,2013,4,2013,3,07,31
2013-07-31,Marketable,Note,2888,129788200.00,30700.00,129757500.00,201307,5,2013,4,2013,3,07,31
2013-07-31,Marketable,TIPS,526,9101600.00,0.00,9101600.00,201307,6,2013,4,2013,3,07,31
2013-06-30,Savings Bond,EE,28118,4078327.62,54050.00,4024277.62,201306,1,2013,3,2013,2,06,30
2013-06-30,Savings Bond,I,44812,19383146.98,292871.00,19090275.98,201306,2,2013,3,2013,2,06,30
2013-06-30,Marketable,Bill,4908,926582800.00,4768000.00,921814800.00,201306,3,2013,3,2013,2,06,30
2013-06-30,Marketable,Bond,252,2936400.00,100.00,2936300.00,201306,4,2013,3,2013,2,06,30
2013-06-30,Marketable,Note,504,15322600.00,2391500.00,12931100.00,201306,5,2013,3,2013,2,06,30
2013-06-30,Marketable,TIPS,108,596100.00,0.00,596100.00,201306,6,2013,3,2013,2,06,30
2013-05-31,Savings Bond,EE,33271,4744760.29,68066.82,4676693.47,201305,1,2013,3,2013,2,05,31
2013-05-31,Savings Bond,I,53444,30968177.61,523133.82,30445043.79,201305,2,2013,3,2013,2,05,31
2013-05-31,Marketable,Bill,7043,1184743500.00,11275600.00,1173467900.00,201305,3,2013,3,2013,2,05,31
2013-05-31,Marketable,Bond,264,2634100.00,28000.00,2606100.00,201305,4,2013,3,2013,2,05,31
2013-05-31,Marketable,Note,1819,81092100.00,5850300.00,75241800.00,201305,5,2013,3,2013,2,05,31
2013-05-31,Marketable,TIPS,349,8781100.00,0.00,8781100.00,201305,6,2013,3,2013,2,05,31
2013-04-30,Savings Bond,EE,34088,5254927.36,305045.13,4949882.23,201304,1,2013,3,2013,2,04,30
2013-04-30,Savings Bond,I,56041,38590832.04,372656.46,38218175.58,201304,2,2013,3,2013,2,04,30
2013-04-30,Marketable,Bill,6017,1130718600.00,16598600.00,1114120000.00,201304,3,2013,3,2013,2,04,30
2013-04-30,Marketable,Bond,195,4008600.00,112100.00,3896500.00,201304,4,2013,3,2013,2,04,30
2013-04-30,Marketable,Note,2584,152889600.00,378100.00,152511500.00,201304,5,2013,3,2013,2,04,30
2013-04-30,Marketable,TIPS,848,25391600.00,0.00,25391600.00,201304,6,2013,3,2013,2,04,30
2013-03-31,Savings Bond,EE,34105,4673539.27,100525.00,4573014.27,201303,1,2013,2,2013,1,03,31
2013-03-31,Savings Bond,I,54628,36509216.89,385891.06,36123325.83,201303,2,2013,2,2013,1,03,31
2013-03-31,Marketable,Bill,6139,1135743700.00,13501600.00,1122242100.00,201303,3,2013,2,2013,1,03,31
2013-03-31,Marketable,Bond,261,5288700.00,200.00,5288500.00,201303,4,2013,2,2013,1,03,31
2013-03-31,Marketable,Note,468,27810000.00,130100.00,27679900.00,201303,5,2013,2,2013,1,03,31
2013-03-31,Marketable,TIPS,391,4349800.00,0.00,4349800.00,201303,6,2013,2,2013,1,03,31
2013-02-28,Savings Bond,EE,32872,4706133.89,69057.50,4637076.39,201302,1,2013,2,2013,1,02,28
2013-02-28,Savings Bond,I,51930,40162894.01,542273.60,39620620.41,201302,2,2013,2,2013,1,02,28
2013-02-28,Marketable,Bill,6087,1138541800.00,14283600.00,1124258200.00,201302,3,2013,2,2013,1,02,28
2013-02-28,Marketable,Bond,340,5289500.00,1000.00,5288500.00,201302,4,2013,2,2013,1,02,28
2013-02-28,Marketable,Note,1848,101980400.00,223300.00,101757100.00,201302,5,2013,2,2013,1,02,28
2013-02-28,Marketable,TIPS,207,2123500.00,0.00,2123500.00,201302,6,2013,2,2013,1,02,28
2013-01-31,Savings Bond,EE,41818,8790724.97,155062.50,8635662.47,201301,1,2013,2,2013,1,01,31
2013-01-31,Savings Bond,I,67107,112208112.79,1310037.70,110898075.09,201301,2,2013,2,2013,1,01,31
2013-01-31,Marketable,Bill,7991,1526902100.00,31945500.00,1494956600.00,201301,3,2013,2,2013,1,01,31
2013-01-31,Marketable,Bond,174,3333400.00,200.00,3333200.00,201301,4,2013,2,2013,1,01,31
2013-01-31,Marketable,Note,1745,103982300.00,986800.00,102995500.00,201301,5,2013,2,2013,1,01,31
2013-01-31,Marketable,TIPS,559,10111000.00,0.00,10111000.00,201301,6,2013,2,2013,1,01,31
2012-12-31,Savings Bond,EE,95650,11481906.29,191622.25,11290284.04,201212,1,2013,1,2012,4,12,31
2012-12-31,Savings Bond,I,82005,57534395.12,985698.14,56548696.98,201212,2,2013,1,2012,4,12,31
2012-12-31,Marketable,Bill,6741,1308403700.00,14670800.00,1293732900.00,201212,3,2013,1,2012,4,12,31
2012-12-31,Marketable,Bond,194,4069400.00,1000100.00,3069300.00,201212,4,2013,1,2012,4,12,31
2012-12-31,Marketable,Note,1373,82001900.00,126800.00,81875100.00,201212,5,2013,1,2012,4,12,31
2012-12-31,Marketable,TIPS,531,9582700.00,0.00,9582700.00,201212,6,2013,1,2012,4,12,31
2012-11-30,Savings Bond,EE,44881,5349937.08,208435.00,5141502.08,201211,1,2013,1,2012,4,11,30
2012-11-30,Savings Bond,I,56862,30683515.23,479580.00,30203935.23,201211,2,2013,1,2012,4,11,30
2012-11-30,Marketable,Bill,7065,1344892500.00,16996100.00,1327896400.00,201211,3,2013,1,2012,4,11,30
2012-11-30,Marketable,Bond,214,9998600.00,5001200.00,4997400.00,201211,4,2013,1,2012,4,11,30
2012-11-30,Marketable,Note,1825,85283700.00,563400.00,84720300.00,201211,5,2013,1,2012,4,11,30
2012-11-30,Marketable,TIPS,382,8833600.00,0.00,8833600.00,201211,6,2013,1,2012,4,11,30
2012-10-31,Savings Bond,EE,39364,5228387.00,145991.00,5082396.00,201210,1,2013,1,2012,4,10,31
2012-10-31,Savings Bond,I,56981,34274726.86,690463.00,33584263.86,201210,2,2013,1,2012,4,10,31
2012-10-31,Marketable,Bill,5012,892832800.00,15530800.00,877302000.00,201210,3,2013,1,2012,4,10,31
2012-10-31,Marketable,Bond,152,3547000.00,0.00,3547000.00,201210,4,2013,1,2012,4,10,31
2012-10-31,Marketable,Note,2620,157769200.00,1096400.00,156672800.00,201210,5,2013,1,2012,4,10,31
2012-10-31,Marketable,TIPS,138,794700.00,0.00,794700.00,201210,6,2013,1,2012,4,10,31
2012-09-30,Savings Bond,EE,33303,4283342.70,72461.50,4210881.20,201209,1,2012,4,2012,3,09,30
2012-09-30,Savings Bond,I,48392,24948115.53,500792.10,24447323.43,201209,2,2012,4,2012,3,09,30
2012-09-30,Marketable,Bill,4873,798140400.00,3423700.00,794716700.00,201209,3,2012,4,2012,3,09,30
2012-09-30,Marketable,Bond,217,2791200.00,4500.00,2786700.00,201209,4,2012,4,2012,3,09,30
2012-09-30,Marketable,Note,466,20064100.00,1731700.00,18332400.00,201209,5,2012,4,2012,3,09,30
2012-09-30,Marketable,TIPS,417,9020900.00,0.00,9020900.00,201209,6,2012,4,2012,3,09,30
2012-08-31,Savings Bond,EE,38106,5208799.89,101447.50,5107352.39,201208,1,2012,4,2012,3,08,31
2012-08-31,Savings Bond,I,55101,30429898.82,631001.00,29798897.82,201208,2,2012,4,2012,3,08,31
2012-08-31,Marketable,Bill,5650,982897300.00,5700900.00,977196400.00,201208,3,2012,4,2012,3,08,31
2012-08-31,Marketable,Bond,256,5638500.00,400.00,5638100.00,201208,4,2012,4,2012,3,08,31
2012-08-31,Marketable,Note,1828,95256400.00,908900.00,94347500.00,201208,5,2012,4,2012,3,08,31
2012-08-31,Marketable,TIPS,549,25001200.00,0.00,25001200.00,201208,6,2012,4,2012,3,08,31
2012-07-31,Savings Bond,EE,37293,5044095.59,113116.50,4930979.09,201207,1,2012,4,2012,3,07,31
2012-07-31,Savings Bond,I,52806,28564095.41,644825.66,27919269.75,201207,2,2012,4,2012,3,07,31
2012-07-31,Marketable,Bill,4614,795636900.00,8228400.00,787408500.00,201207,3,2012,4,2012,3,07,31
2012-07-31,Marketable,Bond,135,2194400.00,130100.00,2064300.00,201207,4,2012,4,2012,3,07,31
2012-07-31,Marketable,Note,2878,148098300.00,1196300.00,146902000.00,201207,5,2012,4,2012,3,07,31
2012-07-31,Marketable,TIPS,610,17451100.00,0.00,17451100.00,201207,6,2012,4,2012,3,07,31
2012-06-30,Savings Bond,EE,37089,5061375.69,134880.00,4926495.69,201206,1,2012,3,2012,2,06,30
2012-06-30,Savings Bond,I,51996,28931489.35,642775.13,28288714.22,201206,2,2012,3,2012,2,06,30
2012-06-30,Marketable,Bill,4679,784348200.00,6732900.00,777615300.00,201206,3,2012,3,2012,2,06,30
2012-06-30,Marketable,Bond,174,1965300.00,100200.00,1865100.00,201206,4,2012,3,2012,2,06,30
2012-06-30,Marketable,Note,410,17160700.00,230400.00,16930300.00,201206,5,2012,3,2012,2,06,30
2012-06-30,Marketable,TIPS,149,2921800.00,0.00,2921800.00,201206,6,2012,3,2012,2,06,30
2012-05-31,Savings Bond,EE,40103,5570121.80,176827.16,5393294.64,201205,1,2012,3,2012,2,05,31
2012-05-31,Savings Bond,I,56101,41553158.85,894484.72,40658674.13,201205,2,2012,3,2012,2,05,31
2012-05-31,Marketable,Bill,6375,1070902100.00,14143800.00,1056758300.00,201205,3,2012,3,2012,2,05,31
2012-05-31,Marketable,Bond,314,6605100.00,400.00,6604700.00,201205,4,2012,3,2012,2,05,31
2012-05-31,Marketable,Note,1955,92844500.00,1893900.00,90950600.00,201205,5,2012,3,2012,2,05,31
2012-05-31,Marketable,TIPS,404,8044200.00,0.00,8044200.00,201205,6,2012,3,2012,2,05,31
2012-04-30,Savings Bond,EE,41688,5509001.72,176167.50,5332834.22,201204,1,2012,3,2012,2,04,30
2012-04-30,Savings Bond,I,60607,55743461.61,858149.00,54885312.61,201204,2,2012,3,2012,2,04,30
2012-04-30,Marketable,Bill,4906,754467300.00,13584400.00,740882900.00,201204,3,2012,3,2012,2,04,30
2012-04-30,Marketable,Bond,207,3651900.00,1200.00,3650700.00,201204,4,2012,3,2012,2,04,30
2012-04-30,Marketable,Note,3095,149178900.00,1101500.00,148077400.00,201204,5,2012,3,2012,2,04,30
2012-04-30,Marketable,TIPS,1122,31668400.00,0.00,31668400.00,201204,6,2012,3,2012,2,04,30
2012-03-31,Savings Bond,EE,41856,5516821.63,117505.32,5399316.31,201203,1,2012,2,2012,1,03,31
2012-03-31,Savings Bond,I,60452,57591623.25,1023625.00,56567998.25,201203,2,2012,2,2012,1,03,31
2012-03-31,Marketable,Bill,6027,850966800.00,5001300.00,845965500.00,201203,3,2012,2,2012,1,03,31
2012-03-31,Marketable,Bond,256,4314300.00,149700.00,4164600.00,201203,4,2012,2,2012,1,03,31
2012-03-31,Marketable,Note,555,27266100.00,5980300.00,21285800.00,201203,5,2012,2,2012,1,03,31
2012-03-31,Marketable,TIPS,610,11588500.00,0.00,11588500.00,201203,6,2012,2,2012,1,03,31
2012-02-29,Savings Bond,EE,43236,6165919.11,225692.91,5940226.20,201202,1,2012,2,2012,1,02,29
2012-02-29,Savings Bond,I,57601,56177775.57,1105014.90,55072760.67,201202,2,2012,2,2012,1,02,29
2012-02-29,Marketable,Bond,315,9786500.00,90000.00,9696500.00,201202,4,2012,2,2012,1,02,29
2012-02-29,Marketable,Note,2117,118824400.00,6672100.00,112152300.00,201202,5,2012,2,2012,1,02,29
2012-02-29,Marketable,TIPS,292,2708700.00,0.00,2708700.00,201202,6,2012,2,2012,1,02,29
2012-02-29,Marketable,Bill,5350,838048800.00,18233700.00,819815100.00,201202,3,2012,2,2012,1,02,29
2012-01-31,Savings Bond,EE,43171,8076183.59,230333.54,7845850.05,201201,1,2012,2,2012,1,01,31
2012-01-31,Savings Bond,I,67471,108870327.81,1818987.04,107051340.77,201201,2,2012,2,2012,1,01,31
2012-01-31,Marketable,Bill,4858,747236300.00,25586600.00,721649700.00,201201,3,2012,2,2012,1,01,31
2012-01-31,Marketable,Bond,154,2283900.00,245500.00,2038400.00,201201,4,2012,2,2012,1,01,31
2012-01-31,Marketable,Note,3109,161778400.00,744200.00,161034200.00,201201,5,2012,2,2012,1,01,31
2012-01-31,Marketable,TIPS,877,17758600.00,0.00,17758600.00,201201,6,2012,2,2012,1,01,31
2011-12-31,Savings Bond,EE,42135,5076031.04,122586.00,4953445.04,201112,1,2012,1,2011,4,12,31
2011-12-31,Savings Bond,I,58202,44434497.77,987720.35,43446777.42,201112,2,2012,1,2011,4,12,31
2011-12-31,Marketable,Bill,6131,902281200.00,16327400.00,885953800.00,201112,3,2012,1,2011,4,12,31
2011-12-31,Marketable,Bond,177,2178000.00,0.00,2178000.00,201112,4,2012,1,2011,4,12,31
2011-12-31,Marketable,Note,545,36013800.00,1293200.00,34720600.00,201112,5,2012,1,2011,4,12,31
2011-12-31,Marketable,TIPS,678,14609400.00,0.00,14609400.00,201112,6,2012,1,2011,4,12,31
2011-11-30,Savings Bond,EE,24360,3074897.65,50030.00,3024867.65,201111,1,2012,1,2011,4,11,30
2011-11-30,Savings Bond,I,44386,30613121.03,779920.00,29833201.03,201111,2,2012,1,2011,4,11,30
2011-11-30,Marketable,Bill,5209,747494000.00,2769800.00,744724200.00,201111,3,2012,1,2011,4,11,30
2011-11-30,Marketable,Bond,217,3420900.00,994000.00,2426900.00,201111,4,2012,1,2011,4,11,30
2011-11-30,Marketable,Note,1974,91783000.00,860300.00,90922700.00,201111,5,2012,1,2011,4,11,30
2011-11-30,Marketable,TIPS,397,3694800.00,0.00,3694800.00,201111,6,2012,1,2011,4,11,30
2011-10-31,Savings Bond,EE,21737,2847050.35,27071.00,2819979.35,201110,1,2012,1,2011,4,10,31
2011-10-31,Savings Bond,I,44840,32643387.65,406825.00,32236562.65,201110,2,2012,1,2011,4,10,31
2011-10-31,Marketable,Bill,5379,817402300.00,15721200.00,801681100.00,201110,3,2012,1,2011,4,10,31
2011-10-31,Marketable,Bond,160,2112800.00,85100.00,2027700.00,201110,4,2012,1,2011,4,10,31
2011-10-31,Marketable,Note,1724,89542600.00,653000.00,88889600.00,201110,5,2012,1,2011,4,10,31
2011-10-31,Marketable,TIPS,179,2418200.00,0.00,2418200.00,201110,6,2012,1,2011,4,10,31
2011-09-30,Savings Bond,EE,22526,2877232.16,32858.50,2844373.66,201109,1,2011,4,2011,3,09,30
