Record Date,Security Type Description,Security Class Description,Securities Sold Count,Gross Sales Amount,Returned Sales Amount,Net Sales Amount,Transactions Month,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2019-08-31,Savings Bond,I,38150,13849884.90,122937.12,13726947.78,201908,2,2019,4,2019,3,08,31
2019-08-31,Marketable,Bill,27921,3001634300.00,31998100.00,2969636200.00,201908,3,2019,4,2019,3,08,31
2019-08-31,Marketable,Bond,306,4603000.00,3400.00,4599600.00,201908,4,2019,4,2019,3,08,31
2019-08-31,Marketable,Note,840,26407700.00,4082500.00,22325200.00,201908,5,2019,4,2019,3,08,31
2019-07-31,Savings Bond,EE,20602,3547102.94,66544.01,3480558.93,201907,1,2019,4,2019,3,07,31
2019-07-31,Savings Bond,I,39186,13572390.58,96560.33,13475830.25,201907,2,2019,4,2019,3,07,31
2019-07-31,Marketable,Bill,31270,3137936400.00,24409900.00,3113526500.00,201907,3,2019,4,2019,3,07,31
2019-07-31,Marketable,Bond,116,433700.00,0.00,433700.00,201907,4,2019,4,2019,3,07,31
2019-07-31,Marketable,Note,4073,172316800.00,4020800.00,168296000.00,201907,5,2019,4,2019,3,07,31
2019-06-30,Savings Bond,EE,18398,2789949.99,47690.20,2742259.79,201906,1,2019,3,2019,2,06,30
2019-06-30,Savings Bond,I,35151,11083403.12,115924.20,10967478.92,201906,2,2019,3,2019,2,06,30
2019-06-30,Marketable,Bill,29880,2733212100.00,33755400.00,2699456700.00,201906,3,2019,3,2019,2,06,30
2019-06-30,Marketable,Bond,204,3109800.00,350300.00,2759500.00,201906,4,2019,3,2019,2,06,30
2019-06-30,Marketable,Note,1108,36117900.00,739400.00,35378500.00,201906,5,2019,3,2019,2,06,30
2019-05-31,Savings Bond,EE,21392,3710711.25,77625.20,3633086.05,201905,1,2019,3,2019,2,05,31
2019-05-31,Savings Bond,I,41935,16885150.48,151598.30,16733552.18,201905,2,2019,3,2019,2,05,31
2019-05-31,Marketable,Bill,35756,3432892200.00,42857100.00,3390035100.00,201905,3,2019,3,2019,2,05,31
2019-05-31,Marketable,Bond,262,1888900.00,5300.00,1883600.00,201905,4,2019,3,2019,2,05,31
2019-05-31,Marketable,Note,3347,175306700.00,1608000.00,173698700.00,201905,5,2019,3,2019,2,05,31
2019-04-30,Savings Bond,EE,21029,3387558.50,53230.20,3334328.30,201904,1,2019,3,2019,2,04,30
2019-04-30,Savings Bond,I,46833,42974817.99,274291.84,42700526.15,201904,2,2019,3,2019,2,04,30
2019-04-30,Marketable,Bill,39453,3449141400.00,32111600.00,3417029800.00,201904,3,2019,3,2019,2,04,30
2019-04-30,Marketable,Bond,168,842400.00,1600.00,840800.00,201904,4,2019,3,2019,2,04,30
2019-04-30,Marketable,Note,5882,313937900.00,187700.00,313750200.00,201904,5,2019,3,2019,2,04,30
2019-03-31,Savings Bond,EE,20302,3392583.53,75107.00,3317476.53,201903,1,2019,2,2019,1,03,31
2019-03-31,Savings Bond,I,43316,28859974.51,204180.32,28655794.19,201903,2,2019,2,2019,1,03,31
2019-03-31,Marketable,Bill,34446,3001266200.00,16212500.00,2985053700.00,201903,3,2019,2,2019,1,03,31
2019-03-31,Marketable,Bond,230,1581700.00,55500.00,1526200.00,201903,4,2019,2,2019,1,03,31
2019-03-31,Marketable,Note,1419,59340400.00,616200.00,58724200.00,201903,5,2019,2,2019,1,03,31
2019-02-28,Savings Bond,EE,19502,3485858.44,53410.25,3432448.19,201902,1,2019,2,2019,1,02,28
2019-02-28,Savings Bond,I,41435,30985878.14,340175.00,30645703.14,201902,2,2019,2,2019,1,02,28
2019-02-28,Marketable,Bill,34653,3369613500.00,41774900.00,3327838600.00,201902,3,2019,2,2019,1,02,28
2019-02-28,Marketable,Bond,494,12228900.00,1700.00,12227200.00,201902,4,2019,2,2019,1,02,28
2019-02-28,Marketable,Note,3762,165095900.00,932400.00,164163500.00,201902,5,2019,2,2019,1,02,28
2019-01-31,Savings Bond,EE,22668,7509854.21,81405.00,7428449.21,201901,1,2019,2,2019,1,01,31
2019-01-31,Savings Bond,I,49625,79598467.29,567504.39,79030962.90,201901,2,2019,2,2019,1,01,31
2019-01-31,Marketable,Bill,45587,4362928500.00,32081000.00,4330847500.00,201901,3,2019,2,2019,1,01,31
2019-01-31,Marketable,Bond,192,1697100.00,285700.00,1411400.00,201901,4,2019,2,2019,1,01,31
2019-01-31,Marketable,Note,4235,159416000.00,4347200.00,155068800.00,201901,5,2019,2,2019,1,01,31
2018-12-31,Savings Bond,EE,42406,6075435.08,84976.42,5990458.66,201812,1,2019,1,2018,4,12,31
2018-12-31,Savings Bond,I,62417,42131968.79,381502.00,41750466.79,201812,2,2019,1,2018,4,12,31
2018-12-31,Marketable,Bill,29426,2619232200.00,30585200.00,2588647000.00,201812,3,2019,1,2018,4,12,31
2018-12-31,Marketable,Bond,231,1634900.00,500.00,1634400.00,201812,4,2019,1,2018,4,12,31
2018-12-31,Marketable,Note,4483,223023400.00,2835900.00,220187500.00,201812,5,2019,1,2018,4,12,31
2018-11-30,Savings Bond,EE,24201,3525171.81,108492.12,3416679.69,201811,1,2019,1,2018,4,11,30
2018-11-30,Savings Bond,I,49022,41655725.64,233727.26,41421998.38,201811,2,2019,1,2018,4,11,30
2018-11-30,Marketable,Bill,38619,3432994500.00,38276200.00,3394718300.00,201811,3,2019,1,2018,4,11,30
2018-11-30,Marketable,Bond,299,2894800.00,15600.00,2879200.00,201811,4,2019,1,2018,4,11,30
2018-11-30,Marketable,Note,5095,219901500.00,4962200.00,214939300.00,201811,5,2019,1,2018,4,11,30
2018-10-31,Savings Bond,EE,21479,2914484.74,133616.11,2780868.63,201810,1,2019,1,2018,4,10,31
2018-10-31,Savings Bond,I,40657,13448608.66,152887.00,13295721.66,201810,2,2019,1,2018,4,10,31
2018-10-31,Marketable,Bill,31456,2958439700.00,27348700.00,2931091000.00,201810,3,2019,1,2018,4,10,31
2018-10-31,Marketable,Bond,254,1819000.00,5400.00,1813600.00,201810,4,2019,1,2018,4,10,31
2018-10-31,Marketable,Note,7369,420061000.00,3406700.00,416654300.00,201810,5,2019,1,2018,4,10,31
2018-09-30,Savings Bond,EE,18949,2796885.82,99026.97,2697858.85,201809,1,2018,4,2018,3,09,30
2018-09-30,Savings Bond,I,36120,12441459.81,156174.33,12285285.48,201809,2,2018,4,2018,3,09,30
2018-09-30,Marketable,Bill,26153,2464379800.00,13044500.00,2451335300.00,201809,3,2018,4,2018,3,09,30
2018-09-30,Marketable,Bond,190,1780200.00,6600.00,1773600.00,201809,4,2018,4,2018,3,09,30
2018-09-30,Marketable,Note,1360,59490500.00,1407600.00,58082900.00,201809,5,2018,4,2018,3,09,30
2018-08-31,Savings Bond,EE,21628,3570654.43,110761.77,3459892.66,201808,1,2018,4,2018,3,08,31
2018-08-31,Savings Bond,I,41097,15135710.22,98010.92,15037699.30,201808,2,2018,4,2018,3,08,31
2018-08-31,Marketable,Bill,32536,3073742000.00,26948000.00,3046794000.00,201808,3,2018,4,2018,3,08,31
2018-08-31,Marketable,Bond,272,7173800.00,5001200.00,2172600.00,201808,4,2018,4,2018,3,08,31
2018-08-31,Marketable,Note,4837,227069300.00,1151400.00,225917900.00,201808,5,2018,4,2018,3,08,31
2018-07-31,Savings Bond,EE,21452,3175944.42,92003.50,3083940.92,201807,1,2018,4,2018,3,07,31
2018-07-31,Savings Bond,I,40813,16904949.47,129430.00,16775519.47,201807,2,2018,4,2018,3,07,31
2018-07-31,Marketable,Bill,25118,2414579100.00,28404800.00,2386174300.00,201807,3,2018,4,2018,3,07,31
2018-07-31,Marketable,Bond,164,3615000.00,1022400.00,2592600.00,201807,4,2018,4,2018,3,07,31
2018-07-31,Marketable,Note,7125,338339700.00,583500.00,337756200.00,201807,5,2018,4,2018,3,07,31
2018-06-30,Savings Bond,EE,21090,2818269.72,40580.00,2777689.72,201806,1,2018,3,2018,2,06,30
2018-06-30,Savings Bond,I,41611,19314547.00,142507.50,19172039.50,201806,2,2018,3,2018,2,06,30
2018-06-30,Marketable,Bill,25077,2210696400.00,24337800.00,2186358600.00,201806,3,2018,3,2018,2,06,30
2018-06-30,Marketable,Bond,351,2785400.00,2300.00,2783100.00,201806,4,2018,3,2018,2,06,30
2018-06-30,Marketable,Note,1309,48858700.00,1734300.00,47124400.00,201806,5,2018,3,2018,2,06,30
2018-05-31,Savings Bond,EE,20890,3343924.48,136060.00,3207864.48,201805,1,2018,3,2018,2,05,31
2018-05-31,Savings Bond,I,44988,42404223.01,352443.01,42051780.00,201805,2,2018,3,2018,2,05,31
2018-05-31,Marketable,Bill,29754,2926379300.00,30473000.00,2895906300.00,201805,3,2018,3,2018,2,05,31
2018-05-31,Marketable,Bond,323,2680400.00,600.00,2679800.00,201805,4,2018,3,2018,2,05,31
2018-05-31,Marketable,Note,5019,223718500.00,2008200.00,221710300.00,201805,5,2018,3,2018,2,05,31
2018-04-30,Savings Bond,EE,21372,3226768.31,26725.00,3200043.31,201804,1,2018,3,2018,2,04,30
2018-04-30,Savings Bond,I,41870,21724106.35,221762.00,21502344.35,201804,2,2018,3,2018,2,04,30
2018-04-30,Marketable,Bill,20552,2215750000.00,20314900.00,2195435100.00,201804,3,2018,3,2018,2,04,30
2018-04-30,Marketable,Bond,191,812900.00,700.00,812200.00,201804,4,2018,3,2018,2,04,30
2018-04-30,Marketable,Note,7248,397044500.00,3526400.00,393518100.00,201804,5,2018,3,2018,2,04,30
2018-03-31,Savings Bond,EE,22678,3820618.34,136446.22,3684172.12,201803,1,2018,2,2018,1,03,31
2018-03-31,Savings Bond,I,43804,22002496.75,197167.43,21805329.32,201803,2,2018,2,2018,1,03,31
2018-03-31,Marketable,Bill,23980,2489066100.00,14247100.00,2474819000.00,201803,3,2018,2,2018,1,03,31
2018-03-31,Marketable,Bond,286,1440100.00,100.00,1440000.00,201803,4,2018,2,2018,1,03,31
2018-03-31,Marketable,Note,1565,38301700.00,3035100.00,35266600.00,201803,5,2018,2,2018,1,03,31
2018-02-28,Savings Bond,EE,20755,3774583.91,153589.00,3620994.91,201802,1,2018,2,2018,1,02,28
2018-02-28,Savings Bond,I,40718,26963558.05,379123.00,26584435.05,201802,2,2018,2,2018,1,02,28
2018-02-28,Marketable,Bill,15199,1826391900.00,23471800.00,1802920100.00,201802,3,2018,2,2018,1,02,28
2018-02-28,Marketable,Bond,517,5764100.00,3400.00,5760700.00,201802,4,2018,2,2018,1,02,28
2018-02-28,Marketable,Note,3821,180925200.00,511000.00,180414200.00,201802,5,2018,2,2018,1,02,28
2018-01-31,Savings Bond,EE,26044,9465990.80,184075.00,9281915.80,201801,1,2018,2,2018,1,01,31
2018-01-31,Savings Bond,I,53139,86658923.74,590239.99,86068683.75,201801,2,2018,2,2018,1,01,31
2018-01-31,Marketable,Bill,12368,1686414800.00,18690500.00,1667724300.00,201801,3,2018,2,2018,1,01,31
2018-01-31,Marketable,Bond,175,1375100.00,400600.00,974500.00,201801,4,2018,2,2018,1,01,31
2018-01-31,Marketable,Note,5089,247857500.00,5133600.00,242723900.00,201801,5,2018,2,2018,1,01,31
2017-12-31,Savings Bond,EE,46045,7039429.42,137297.77,6902131.65,201712,1,2018,1,2017,4,12,31
2017-12-31,Savings Bond,I,62167,42838628.08,499671.89,42338956.19,201712,2,2018,1,2017,4,12,31
2017-12-31,Marketable,Bill,9459,1341313800.00,18423400.00,1322890400.00,201712,3,2018,1,2017,4,12,31
2017-12-31,Marketable,Bond,206,1493800.00,261000.00,1232800.00,201712,4,2018,1,2017,4,12,31
2017-12-31,Marketable,Note,1205,53119200.00,1337300.00,51781900.00,201712,5,2018,1,2017,4,12,31
2017-11-30,Savings Bond,EE,24148,4088959.33,191297.50,3897661.83,201711,1,2018,1,2017,4,11,30
2017-11-30,Savings Bond,I,46305,45467151.14,463195.25,45003955.89,201711,2,2018,1,2017,4,11,30
2017-11-30,Marketable,Bill,10651,1555555300.00,15783300.00,1539772000.00,201711,3,2018,1,2017,4,11,30
2017-11-30,Marketable,Bond,255,2479900.00,207700.00,2272200.00,201711,4,2018,1,2017,4,11,30
2017-11-30,Marketable,Note,2804,130619200.00,727700.00,129891500.00,201711,5,2018,1,2017,4,11,30
2017-10-31,Savings Bond,EE,21930,90584327.16,160070.55,90424256.61,201710,1,2018,1,2017,4,10,31
2017-10-31,Savings Bond,I,38117,1411334738.78,251228.29,1411083510.49,201710,2,2018,1,2017,4,10,31
2017-10-31,Marketable,Bill,8274,1236058800.00,9734600.00,1226324200.00,201710,3,2018,1,2017,4,10,31
2017-10-31,Marketable,Bond,234,2110500.00,5600.00,2104900.00,201710,4,2018,1,2017,4,10,31
2017-10-31,Marketable,Note,3659,183433900.00,7339100.00,176094800.00,201710,5,2018,1,2017,4,10,31
2017-09-30,Savings Bond,EE,21151,3258519.93,290274.00,2968245.93,201709,1,2017,4,2017,3,09,30
2017-09-30,Savings Bond,I,36662,10950974.80,217969.90,10733004.90,201709,2,2017,4,2017,3,09,30
2017-09-30,Marketable,Bill,7884,1109544400.00,18740300.00,1090804100.00,201709,3,2017,4,2017,3,09,30
2017-09-30,Marketable,Bond,196,2785100.00,1900.00,2783200.00,201709,4,2017,4,2017,3,09,30
2017-09-30,Marketable,Note,960,29672500.00,1546500.00,28126000.00,201709,5,2017,4,2017,3,09,30
2017-08-31,Savings Bond,EE,21688,4194271.62,544510.00,3649761.62,201708,1,2017,4,2017,3,08,31
2017-08-31,Savings Bond,I,37204,12774582.99,270538.00,12504044.99,201708,2,2017,4,2017,3,08,31
2017-08-31,Marketable,Bill,10011,1377887700.00,5322900.00,1372564800.00,201708,3,2017,4,2017,3,08,31
2017-08-31,Marketable,Bond,263,2067800.00,31100.00,2036700.00,201708,4,2017,4,2017,3,08,31
2017-08-31,Marketable,Note,2695,116792600.00,430100.00,116362500.00,201708,5,2017,4,2017,3,08,31
2017-07-31,Savings Bond,EE,21498,4293232.63,1193910.99,3099321.64,201707,1,2017,4,2017,3,07,31
2017-07-31,Savings Bond,I,36687,13100920.36,305370.12,12795550.24,201707,2,2017,4,2017,3,07,31
2017-07-31,Marketable,Bill,8195,1208042800.00,17403400.00,1190639400.00,201707,3,2017,4,2017,3,07,31
2017-07-31,Marketable,Bond,158,2104600.00,100400.00,2004200.00,201707,4,2017,4,2017,3,07,31
2017-07-31,Marketable,Note,2542,93698300.00,41300.00,93657000.00,201707,5,2017,4,2017,3,07,31
2017-06-30,Savings Bond,EE,22549,3490693.56,206980.00,3283713.56,201706,1,2017,3,2017,2,06,30
2017-06-30,Savings Bond,I,39721,14713211.63,192594.00,14520617.63,201706,2,2017,3,2017,2,06,30
2017-06-30,Marketable,Bill,9567,1427673400.00,9408700.00,1418264700.00,201706,3,2017,3,2017,2,06,30
2017-06-30,Marketable,Bond,313,2133800.00,1200.00,2132600.00,201706,4,2017,3,2017,2,06,30
2017-06-30,Marketable,Note,2170,95747400.00,650400.00,95097000.00,201706,5,2017,3,2017,2,06,30
2017-05-31,Savings Bond,EE,23042,3944676.65,21485.00,3923191.65,201705,1,2017,3,2017,2,05,31
2017-05-31,Savings Bond,I,41779,26919305.81,272244.09,26647061.72,201705,2,2017,3,2017,2,05,31
2017-05-31,Marketable,Bill,7835,1156597700.00,11439900.00,1145157800.00,201705,3,2017,3,2017,2,05,31
2017-05-31,Marketable,Bond,329,3654800.00,35100.00,3619700.00,201705,4,2017,3,2017,2,05,31
2017-05-31,Marketable,Note,4243,164652400.00,2040600.00,162611800.00,201705,5,2017,3,2017,2,05,31
2017-04-30,Savings Bond,EE,21090,3339742.66,51129.93,3288612.73,201704,1,2017,3,2017,2,04,30
2017-04-30,Savings Bond,I,39244,28193050.97,181165.00,28011885.97,201704,2,2017,3,2017,2,04,30
2017-04-30,Marketable,Bill,7876,1252303400.00,9922000.00,1242381400.00,201704,3,2017,3,2017,2,04,30
2017-04-30,Marketable,Bond,219,6733700.00,1200.00,6732500.00,201704,4,2017,3,2017,2,04,30
2017-04-30,Marketable,Note,1378,55347800.00,1369900.00,53977900.00,201704,5,2017,3,2017,2,04,30
2017-03-31,Savings Bond,EE,23787,4219153.14,100775.00,4118378.14,201703,1,2017,2,2017,1,03,31
2017-03-31,Savings Bond,I,42589,24996337.05,251209.45,24745127.60,201703,2,2017,2,2017,1,03,31
2017-03-31,Marketable,Bill,9237,1400927500.00,12738700.00,1388188800.00,201703,3,2017,2,2017,1,03,31
2017-03-31,Marketable,Bond,284,2495200.00,1252400.00,1242800.00,201703,4,2017,2,2017,1,03,31
2017-03-31,Marketable,Note,2972,114852300.00,2806400.00,112045900.00,201703,5,2017,2,2017,1,03,31
2017-02-28,Savings Bond,EE,21338,3948067.44,102130.00,3845937.44,201702,1,2017,2,2017,1,02,28
2017-02-28,Savings Bond,I,38590,27898422.25,235470.00,27662952.25,201702,2,2017,2,2017,1,02,28
2017-02-28,Marketable,Bill,6544,1045362900.00,21949800.00,1023413100.00,201702,3,2017,2,2017,1,02,28
2017-02-28,Marketable,Bond,515,10325200.00,17700.00,10307500.00,201702,4,2017,2,2017,1,02,28
2017-02-28,Marketable,Note,2713,113915100.00,685600.00,113229500.00,201702,5,2017,2,2017,1,02,28
2017-01-31,Savings Bond,EE,26709,9253959.27,136300.01,9117659.26,201701,1,2017,2,2017,1,01,31
2017-01-31,Savings Bond,I,49149,75272913.06,672825.00,74600088.06,201701,2,2017,2,2017,1,01,31
2017-01-31,Marketable,Bill,6109,960338900.00,4843200.00,955495700.00,201701,3,2017,2,2017,1,01,31
2017-01-31,Marketable,Bond,211,1514300.00,100.00,1514200.00,201701,4,2017,2,2017,1,01,31
2017-01-31,Marketable,Note,4474,184071400.00,3004800.00,181066600.00,201701,5,2017,2,2017,1,01,31
2016-12-31,Savings Bond,EE,50287,7773660.49,297644.99,7476015.50,201612,1,2017,1,2016,4,12,31
2016-12-31,Savings Bond,I,63344,53062753.83,583380.00,52479373.83,201612,2,2017,1,2016,4,12,31
2016-12-31,Marketable,Bill,6434,1121106400.00,14173900.00,1106932500.00,201612,3,2017,1,2016,4,12,31
2016-12-31,Marketable,Bond,254,2763600.00,200.00,2763400.00,201612,4,2017,1,2016,4,12,31
2016-12-31,Marketable,Note,1271,50036100.00,680900.00,49355200.00,201612,5,2017,1,2016,4,12,31
2016-11-30,Savings Bond,EE,24146,4086550.91,60664.00,4025886.91,201611,1,2017,1,2016,4,11,30
2016-11-30,Savings Bond,I,41448,39726370.29,270732.00,39455638.29,201611,2,2017,1,2016,4,11,30
2016-11-30,Marketable,Bill,4962,853976100.00,16877600.00,837098500.00,201611,3,2017,1,2016,4,11,30
2016-11-30,Marketable,Bond,235,3358300.00,10300.00,3348000.00,201611,4,2017,1,2016,4,11,30
2016-11-30,Marketable,Note,2115,99804300.00,104900.00,99699400.00,201611,5,2017,1,2016,4,11,30
2016-10-31,Savings Bond,EE,22188,4550178.61,80834.48,4469344.13,201610,1,2017,1,2016,4,10,31
2016-10-31,Savings Bond,I,33177,8809863.18,47205.00,8762658.18,201610,2,2017,1,2016,4,10,31
2016-10-31,Marketable,Bill,4993,896371300.00,22281400.00,874089900.00,201610,3,2017,1,2016,4,10,31
2016-10-31,Marketable,Bond,236,1916800.00,0.00,1916800.00,201610,4,2017,1,2016,4,10,31
2016-10-31,Marketable,Note,1642,84805100.00,645100.00,84160000.00,201610,5,2017,1,2016,4,10,31
2016-09-30,Savings Bond,EE,22351,5640713.56,54267.02,5586446.54,201609,1,2016,4,2016,3,09,30
2016-09-30,Savings Bond,I,34273,7832602.66,37856.00,7794746.66,201609,2,2016,4,2016,3,09,30
2016-09-30,Marketable,Bill,5811,1052023600.00,3140400.00,1048883200.00,201609,3,2016,4,2016,3,09,30
2016-09-30,Marketable,Bond,157,901700.00,300.00,901400.00,201609,4,2016,4,2016,3,09,30
2016-09-30,Marketable,Note,1968,86230400.00,40300.00,86190100.00,201609,5,2016,4,2016,3,09,30
2016-08-31,Savings Bond,EE,23216,3756399.71,60321.99,3696077.72,201608,1,2016,4,2016,3,08,31
2016-08-31,Savings Bond,I,35203,8762766.57,110327.60,8652438.97,201608,2,2016,4,2016,3,08,31
2016-08-31,Marketable,Bill,4804,945420900.00,15287400.00,930133500.00,201608,3,2016,4,2016,3,08,31
2016-08-31,Marketable,Bond,234,2413300.00,67200.00,2346100.00,201608,4,2016,4,2016,3,08,31
2016-08-31,Marketable,Note,3360,143480100.00,311100.00,143169000.00,201608,5,2016,4,2016,3,08,31
2016-07-31,Savings Bond,EE,21889,3673968.20,104450.00,3569518.20,201607,1,2016,4,2016,3,07,31
2016-07-31,Savings Bond,I,34407,9356378.70,106854.99,9249523.71,201607,2,2016,4,2016,3,07,31
2016-07-31,Marketable,Bill,4729,780907000.00,32499700.00,748407300.00,201607,3,2016,4,2016,3,07,31
2016-07-31,Marketable,Bond,163,1225000.00,2700.00,1222300.00,201607,4,2016,4,2016,3,07,31
2016-07-31,Marketable,Note,815,24938200.00,710900.00,24227300.00,201607,5,2016,4,2016,3,07,31
2016-06-30,Savings Bond,EE,21650,3276235.67,104302.01,3171933.66,201606,1,2016,3,2016,2,06,30
2016-06-30,Savings Bond,I,34040,9287307.79,182114.00,9105193.79,201606,2,2016,3,2016,2,06,30
2016-06-30,Marketable,Bill,5638,939142700.00,3081200.00,936061500.00,201606,3,2016,3,2016,2,06,30
2016-06-30,Marketable,Bond,300,2867700.00,200.00,2867500.00,201606,4,2016,3,2016,2,06,30
2016-06-30,Marketable,Note,1677,77737200.00,10943700.00,66793500.00,201606,5,2016,3,2016,2,06,30
2016-05-31,Savings Bond,EE,22945,3837180.65,79034.29,3758146.36,201605,1,2016,3,2016,2,05,31
2016-05-31,Savings Bond,I,36216,13428196.91,117227.91,13310969.00,201605,2,2016,3,2016,2,05,31
2016-05-31,Marketable,Bill,4891,888347100.00,13201100.00,875146000.00,201605,3,2016,3,2016,2,05,31
2016-05-31,Marketable,Bond,267,2523800.00,3000.00,2520800.00,201605,4,2016,3,2016,2,05,31
2016-05-31,Marketable,Note,3880,206832500.00,5432200.00,201400300.00,201605,5,2016,3,2016,2,05,31
2016-04-30,Savings Bond,EE,22607,3762312.09,67723.56,3694588.53,201604,1,2016,3,2016,2,04,30
2016-04-30,Savings Bond,I,38746,21225413.88,256810.00,20968603.88,201604,2,2016,3,2016,2,04,30
2016-04-30,Marketable,Bill,4894,886059000.00,2646300.00,883412700.00,201604,3,2016,3,2016,2,04,30
2016-04-30,Marketable,Bond,198,1005300.00,3200.00,1002100.00,201604,4,2016,3,2016,2,04,30
2016-04-30,Marketable,Note,1229,55869600.00,385500.00,55484100.00,201604,5,2016,3,2016,2,04,30
2016-03-31,Savings Bond,EE,23998,3856670.71,73814.00,3782856.71,201603,1,2016,2,2016,1,03,31
2016-03-31,Savings Bond,I,39791,20750027.61,240826.59,20509201.02,201603,2,2016,2,2016,1,03,31
2016-03-31,Marketable,Bill,6654,932891300.00,5605200.00,927286100.00,201603,3,2016,2,2016,1,03,31
2016-03-31,Marketable,Bond,218,2838400.00,100000.00,2738400.00,201603,4,2016,2,2016,1,03,31
2016-03-31,Marketable,Note,2317,103843600.00,569900.00,103273700.00,201603,5,2016,2,2016,1,03,31
2016-02-29,Savings Bond,EE,24157,4448315.62,66741.00,4381574.62,201602,1,2016,2,2016,1,02,29
2016-02-29,Savings Bond,I,39901,24262459.61,317921.00,23944538.61,201602,2,2016,2,2016,1,02,29
2016-02-29,Marketable,Bill,5263,952008900.00,3698100.00,948310800.00,201602,3,2016,2,2016,1,02,29
2016-02-29,Marketable,Bond,391,4378400.00,6100.00,4372300.00,201602,4,2016,2,2016,1,02,29
2016-02-29,Marketable,Note,4035,194514400.00,1090000.00,193424400.00,201602,5,2016,2,2016,1,02,29
2016-01-31,Savings Bond,EE,26311,7307335.79,67269.71,7240066.08,201601,1,2016,2,2016,1,01,31
2016-01-31,Savings Bond,I,43437,53259172.00,501922.48,52757249.52,201601,2,2016,2,2016,1,01,31
2016-01-31,Marketable,Bill,5224,941578200.00,15529200.00,926049000.00,201601,3,2016,2,2016,1,01,31
2016-01-31,Marketable,Bond,179,7181600.00,5020000.00,2161600.00,201601,4,2016,2,2016,1,01,31
2016-01-31,Marketable,Note,1142,38665000.00,565700.00,38099300.00,201601,5,2016,2,2016,1,01,31
2015-12-31,Savings Bond,EE,55639,7469705.82,162337.23,7307368.59,201512,1,2016,1,2015,4,12,31
2015-12-31,Savings Bond,I,62269,38722901.02,456382.28,38266518.74,201512,2,2016,1,2015,4,12,31
2015-12-31,Marketable,Bill,4936,919181400.00,16282100.00,902899300.00,201512,3,2016,1,2015,4,12,31
2015-12-31,Marketable,Bond,203,7572000.00,200.00,7571800.00,201512,4,2016,1,2015,4,12,31
2015-12-31,Marketable,Note,2434,122198600.00,6890500.00,115308100.00,201512,5,2016,1,2015,4,12,31
2015-11-30,Savings Bond,EE,26731,3604654.78,81618.66,3523036.12,201511,1,2016,1,2015,4,11,30
2015-11-30,Savings Bond,I,41799,33322670.86,231801.12,33090869.74,201511,2,2016,1,2015,4,11,30
2015-11-30,Marketable,Bill,3956,771078600.00,10708900.00,760369700.00,201511,3,2016,1,2015,4,11,30
2015-11-30,Marketable,Bond,314,2813500.00,3400.00,2810100.00,201511,4,2016,1,2015,4,11,30
2015-11-30,Marketable,Note,3556,194005800.00,1643000.00,192362800.00,201511,5,2016,1,2015,4,11,30
2015-10-31,Savings Bond,EE,24697,3371766.78,58498.31,3313268.47,201510,1,2016,1,2015,4,10,31
2015-10-31,Savings Bond,I,34876,7409029.89,141079.45,7267950.44,201510,2,2016,1,2015,4,10,31
2015-10-31,Marketable,Bill,4143,851258200.00,7445900.00,843812300.00,201510,3,2016,1,2015,4,10,31
2015-10-31,Marketable,Bond,227,4565900.00,100.00,4565800.00,201510,4,2016,1,2015,4,10,31
2015-10-31,Marketable,Note,440,24050500.00,89900.00,23960600.00,201510,5,2016,1,2015,4,10,31
2015-09-30,Savings Bond,EE,23585,3094202.65,60795.30,3033407.35,201509,1,2015,4,2015,3,09,30
2015-09-30,Savings Bond,I,33861,6625739.32,81807.30,6543932.02,201509,2,2015,4,2015,3,09,30
2015-09-30,Marketable,Bill,3801,633496900.00,10129000.00,623367900.00,201509,3,2015,4,2015,3,09,30
2015-09-30,Marketable,Bond,196,1405000.00,720300.00,684700.00,201509,4,2015,4,2015,3,09,30
2015-09-30,Marketable,Note,1882,78271300.00,277600.00,77993700.00,201509,5,2015,4,2015,3,09,30
2015-08-31,Savings Bond,EE,24762,3567129.45,29676.50,3537452.95,201508,1,2015,4,2015,3,08,31
2015-08-31,Savings Bond,I,34843,7518364.49,80615.00,7437749.49,201508,2,2015,4,2015,3,08,31
2015-08-31,Marketable,Bill,3908,669499900.00,7659500.00,661840400.00,201508,3,2015,4,2015,3,08,31
2015-08-31,Marketable,Bond,257,2202200.00,100.00,2202100.00,201508,4,2015,4,2015,3,08,31
2015-08-31,Marketable,Note,2205,86884800.00,653700.00,86231100.00,201508,5,2015,4,2015,3,08,31
2015-07-31,Savings Bond,EE,26090,3681232.88,82919.50,3598313.38,201507,1,2015,4,2015,3,07,31
2015-07-31,Savings Bond,I,38563,9061120.91,201987.50,8859133.41,201507,2,2015,4,2015,3,07,31
2015-07-31,Marketable,Bill,4456,823306800.00,1336400.00,821970400.00,201507,3,2015,4,2015,3,07,31
2015-07-31,Marketable,Bond,177,735100.00,11300.00,723800.00,201507,4,2015,4,2015,3,07,31
2015-07-31,Marketable,Note,2381,120238100.00,350500.00,119887600.00,201507,5,2015,4,2015,3,07,31
2015-06-30,Savings Bond,EE,25593,3438618.81,41249.02,3397369.79,201506,1,2015,3,2015,2,06,30
